School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
2013-14,X074,84X345      ,Hyde Leadership Charter School,X345,730 BRYANT AVENUE,X,08,,730 BRYANT AVENUE CONSOLIDATED LOCATION ,2,The Hunts Point School|Hyde Leadership Charter School|730 BRYANT AVENUE CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X074,,730 BRYANT AVENUE CONSOLIDATED LOCATION ,,730 BRYANT AVENUE,X,08,361,730 BRYANT AVENUE CONSOLIDATED LOCATION ,2,The Hunts Point School|Hyde Leadership Charter School|730 BRYANT AVENUE CONSOLIDATED LOCATION ,1,7,2,2,4,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X075,08X075,P.S. 75 School of Research and Discovery,X075,984 FAILE STREET,X,08,579,,1,P.S. 75 School of Research and Discovery,0,2,1,1,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X076,11X076,P.S. 076 The Bennington School,X076,900 ADEE AVENUE,X,11,"1,046",,1,P.S. 076 The Bennington School,1,2,3,2,1,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X077,12X196,P.S. 196,X196,1250 WARD AVENUE,X,12,934,1250 WARD AVENUE CONSOLIDATED LOCATION,2,P.S. 195 |  P.S. 196 |  1250 WARD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,751-1000,5C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X077,12X195,P.S. 195,X195,1250 WARD AVENUE,X,12,929,1250 WARD AVENUE CONSOLIDATED LOCATION,2,P.S. 195 |  P.S. 196 |  1250 WARD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,751-1000,5C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X077,,1250 WARD AVENUE CONSOLIDATED LOCATION,,1250 WARD AVENUE,X,12,"1,863",1250 WARD AVENUE CONSOLIDATED LOCATION,2,P.S. 195 |  P.S. 196 |  1250 WARD AVENUE CONSOLIDATED LOCATION,1,2,5,3,0,1751-2000,9C,0.81,5.43,8.48,3.24,2.33
2013-14,X078,11X078,P.S. 078 Anne Hutchinson,X078,1400 NEEDHAM AVENUE,X,11,802,,1,P.S. 078 Anne Hutchinson,1,1,2,2,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X079,10X386,School for Environmental Citizenship,X386,125 EAST 181 STREET,X,10,511,125 EAST 181 STREET CONSOLIDATED LOCATION,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X079,10X382,"Elementary School for Math, Science, and Technolog",X382,125 EAST 181 STREET,X,10,297,125 EAST 181 STREET CONSOLIDATED LOCATION,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X079,10X447,Creston Academy,X447,125 EAST 181 STREET,X,10,469,125 EAST 181 STREET CONSOLIDATED LOCATION,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X079,,125 EAST 181 STREET CONSOLIDATED LOCATION,,125 EAST 181 STREET,X,10,"1,277",125 EAST 181 STREET CONSOLIDATED LOCATION,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",0,3,0,1,2,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X080,10X280,P.S./M.S. 280 Mosholu Parkway,X280,3202 STEUBEN AVENUE,X,10,872,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,2,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,751-1000,5C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X080,10X080,J.H.S. 080 The Mosholu Parkway,X080,149 EAST MOSHOLU PKWY,X,10,622,149 EAST MOSHOLU PKWY CONSOLIDATED LOCATION,2,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X080,,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,,3202 STEUBEN AVENUE,X,10,"1,494",3202 STEUBEN AVENUE CONSOLIDATED LOCATION,2,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,5,5,10,1,9,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X081,10X081,P.S. 081 Robert J. Christen,X081,5550 RIVERDALE AVENUE,X,10,645,,1,P.S. 081 Robert J. Christen,1,0,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X082,09X303,I.S. X303 Leadership & Community Service,X303,1700 MACOMBS ROAD,X,09,325,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X082,09X232,I.S. 232,X232,1700 MACOMBS ROAD,X,09,542,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X082,09X365,Academy for Language and Technology,X365,1700 MACOMBS ROAD,X,09,301,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X082,,1700 MACOMBS ROAD CONSOLIDATED LOCATION,,1700 MACOMBS ROAD,X,09,"1,168",1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,0,4,2,1,3,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X083,11X083,P.S. 083 Donald Hertz,X083,950 RHINELANDER AVENUE,X,11,"1,685",,1,P.S. 083 Donald Hertz,0,1,2,0,1,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,X084,75X811,P.S. X811,X811,1434 LONGFELLOW AVENUE,X,12,624,,1,P.S. X811,1,1,0,2,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X085,10X085,P.S. 085 Great Expectations,X085,2400 MARION AVENUE,X,10,"1,006",,1,P.S. 085 Great Expectations,0,0,0,0,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X086,10X086,P.S. 086 Kingsbridge Heights,X086,2756 RESERVOIR AVENUE,X,10,"1,655",,1,P.S. 086 Kingsbridge Heights,0,1,0,0,1,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,X087,11X087,P.S. 087 Bronx,X087,1935 BUSSING AVENUE,X,11,636,,1,P.S. 087 Bronx,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X088,09X088,P.S. X088 - S. Silverstein Little Sparrow School,X088,1340 SHERIDAN AVENUE,X,09,214,,1,P.S. X088 - S. Silverstein Little Sparrow School,0,0,0,0,0,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,X089,11X089,P.S. 089 Bronx,X089,980 MACE AVENUE,X,11,"1,416",,1,P.S. 089 Bronx,1,0,4,1,0,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X090,09X443,The Family School,X443,1116 SHERIDAN AVENUE,X,09,528,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,2,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X090,09X457,Sheridan Academy for Young Leaders,X457,1116 SHERIDAN AVENUE,X,09,618,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,2,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X090,,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,,1116 SHERIDAN AVENUE,X,09,"1,146",1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,2,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,0,3,3,0,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X091,10X091,P.S. 091 Bronx,X091,2200 AQUEDUCT AVENUE,X,10,734,,1,P.S. 091 Bronx,0,0,3,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X092,12X092,P.S. 092 Bronx,X092,700 EAST 179 STREET,X,12,506,,1,P.S. 092 Bronx,0,1,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X093,08X093,P.S. 093 Albert G. Oliver,X093,1535 STORY AVENUE,X,08,392,1535 STORY AVENUE CONSOLIDATED LOCATION,2,P.S. 093 Albert G. Oliver| Icahn Charter School 7| 1535 STORY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X093,84X362      ,Icahn Charter School 7,X362,1535 STORY AVENUE,X,08,,1535 STORY AVENUE CONSOLIDATED LOCATION,2,P.S. 093 Albert G. Oliver| Icahn Charter School 7| 1535 STORY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X093,,1535 STORY AVENUE CONSOLIDATED LOCATION,,1535 STORY AVENUE,X,08,392,1535 STORY AVENUE CONSOLIDATED LOCATION,2,P.S. 093 Albert G. Oliver| Icahn Charter School 7| 1535 STORY AVENUE CONSOLIDATED LOCATION,1,0,0,1,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X094,10X094,P.S. 094 Kings College School,X094,3530 KINGS COLLEGE PLACE,X,10,"1,198",,1,P.S. 094 Kings College School,0,1,1,1,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X095,10X095,P.S. 095 Sheila Mencher,X095,3961 HILLMAN AVENUE,X,10,"1,329",3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1251-1500,7C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X095,10X344,Ampark Neighborhood,X344,3961 HILLMAN AVENUE,X,10,332,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X095,,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,,3961 HILLMAN AVENUE,X,10,"1,661",3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,0,2,3,1,0,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,X096,11X096,P.S. 096 Richard Rodgers,X096,650 WARING AVENUE,X,11,987,,1,P.S. 096 Richard Rodgers,0,0,0,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X097,11X097,P.S. 097 Bronx,X097,1375 MACE AVENUE,X,11,748,,1,P.S. 097 Bronx,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X098,12X262,Performance Conservatory High School,X262,1619 BOSTON ROAD,X,12,23,1619 BOSTON ROAD CONSOLIDATED LOCATION,4,J.H.S. 098 Herman Ridder |  Explorations Academy |  Performance Conservatory High School |  Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X098,12X098,J.H.S. 098 Herman Ridder,X098,1619 BOSTON ROAD,X,12,315,1619 BOSTON ROAD CONSOLIDATED LOCATION,4,J.H.S. 098 Herman Ridder |  Explorations Academy |  Performance Conservatory High School |  Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X098,12X251,Explorations Academy,X251,1619 BOSTON ROAD,X,12,357,1619 BOSTON ROAD CONSOLIDATED LOCATION,4,J.H.S. 098 Herman Ridder |  Explorations Academy |  Performance Conservatory High School |  Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X098,12X511,Bronx Envision Academy,X511,1619 BOSTON ROAD,X,12,239,1619 BOSTON ROAD CONSOLIDATED LOCATION,4,J.H.S. 098 Herman Ridder |  Explorations Academy |  Performance Conservatory High School |  Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X098,,1619 BOSTON ROAD CONSOLIDATED LOCATION,,1619 BOSTON ROAD,X,12,934,1619 BOSTON ROAD CONSOLIDATED LOCATION,4,J.H.S. 098 Herman Ridder |  Explorations Academy |  Performance Conservatory High School |  Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,0,8,10,2,4,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X099,12X278,Peace and Diversity Academy,X278,1180 REV. J.A. POLITE AVE.,X,12,189,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,2,"Metropolitan High School, The |  Peace and Diversity Academy |  1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X099,12X248,"Metropolitan High School, The",X248,1180 REV. J.A. POLITE AVE.,X,12,313,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,2,"Metropolitan High School, The |  Peace and Diversity Academy |  1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X099,,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,,1180 REV. J.A. POLITE AVE.,X,12,502,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,2,"Metropolitan High School, The |  Peace and Diversity Academy |  1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION",1,4,17,3,2,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X100,08X100,P.S. 100 Isaac Clason,X100,800 TAYLOR AVENUE,X,08,596,,1,P.S. 100 Isaac Clason,0,1,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X101,75X010,P.S. X010,X010,2750 LAFAYETTE AVENUE,X,08,518,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X101,08X304,P.S. 304 Early Childhood School,X304,2750 LAFAYETTE AVENUE,X,08,561,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X101,08X101,M.S. X101 Edward R. Byrne,X101,2750 LAFAYETTE AVENUE,X,08,486,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X101,,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,2750 LAFAYETTE AVENUE,X,08,"1,565",2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,X102,12X536,PS 536,X536,1827 ARCHER STREET,X,12,351,1827 ARCHER STREET CONSOLIDATED LOCATION,4,P.S. 102 Joseph O. Loretan |  Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X102,12X102,P.S. 102 Joseph O. Loretan,X102,1827 ARCHER STREET,X,12,119,1827 ARCHER STREET CONSOLIDATED LOCATION,4,P.S. 102 Joseph O. Loretan |  Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X102,12X691,Bronx Little School,X691,1827 ARCHER STREET,X,12,372,1827 ARCHER STREET CONSOLIDATED LOCATION,4,P.S. 102 Joseph O. Loretan |  Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X102,12X531,Archer Elementary School,X531,1827 ARCHER STREET,X,12,427,1827 ARCHER STREET CONSOLIDATED LOCATION,4,P.S. 102 Joseph O. Loretan |  Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X102,,1827 ARCHER STREET CONSOLIDATED LOCATION,,1827 ARCHER STREET,X,12,"1,269",1827 ARCHER STREET CONSOLIDATED LOCATION,4,P.S. 102 Joseph O. Loretan |  Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,1,1,1,2,0,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X103,11X103,P.S. 103 Hector Fontanez,X103,4125 CARPENTER AVENUE,X,11,"1,106",,1,P.S. 103 Hector Fontanez,0,2,1,1,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X104,09X199,P.S. 199X - The Shakespeare School,X199,1449 SHAKESPEARE AVENUE,X,09,797,,1,P.S. 199X - The Shakespeare School,0,0,2,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X105,11X105,P.S. 105 Sen Abraham Bernstein,X105,725 BRADY AVENUE,X,11,"1,438",,1,P.S. 105 Sen Abraham Bernstein,0,0,1,0,0,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X106,11X106,P.S. 106 Parkchester,X106,2120 ST RAYMOND'S AVENUE,X,11,"1,231",,1,P.S. 106 Parkchester,0,0,2,0,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X107,08X107,P.S. 107,X107,1695 SEWARD AVENUE,X,08,510,,1,P.S. 107,0,1,1,0,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X108,11X108,P.S. 108 Philip J. Abinanti,X108,1166 NEILL AVENUE,X,11,592,,1,P.S. 108 Philip J. Abinanti,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X109,09X109,P.S. 109 Sedgwick,X109,1771 POPHAM AVENUE,X,09,819,,1,P.S. 109 Sedgwick,0,1,3,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X110,09X110,P.S. 110 Theodore Schoenfeld,X110,580 CROTONA PARK SOUTH,X,09,471,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X110,09X128,Mott Hall III,X128,580 CROTONA PARK SOUTH,X,09,363,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X110,,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,,580 CROTONA PARK SOUTH,X,09,834,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,0,0,1,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X111,11X111,P.S. 111 Seton Falls,X111,3740 BAYCHESTER AVENUE,X,11,734,,1,P.S. 111 Seton Falls,3,1,0,4,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X112,11X112,P.S. 112 Bronxwood,X112,1925 SCHIEFFELIN AVENUE,X,11,451,,1,P.S. 112 Bronxwood,0,0,1,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X113,11X289,The Young Scholars Academy of The Bronx,X289,3710 BARNES AVENUE,X,11,327,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X113,11X287,The Forward School,X287,3710 BARNES AVENUE,X,11,250,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X113,11X370,School of Diplomacy,X370,3710 BARNES AVENUE,X,11,285,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X113,11X272,Globe School for Environmental Research,X272,3710 BARNES AVENUE,X,11,293,3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X113,,3710 BARNES AVENUE CONSOLIDATED LOCATION,,3710 BARNES AVENUE,X,11,"1,155",3710 BARNES AVENUE CONSOLIDATED LOCATION,4,Globe School for Environmental Research |  The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,3,14,14,2,13,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X114,09X114,P.S. X114 - Luis Llorens Torres Schools,X114,1155 CROMWELL AVENUE,X,09,877,,1,P.S. X114 - Luis Llorens Torres Schools,0,3,1,1,1,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X115,10X459,East Fordham Academy for the Arts,X459,120 EAST 184 STREET,X,10,356,120 EAST 184 STREET CONSOLIDATED LOCATION,2,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X115,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,X363,120 EAST 184 STREET,X,10,399,120 EAST 184 STREET CONSOLIDATED LOCATION,2,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X115,,120 EAST 184 STREET CONSOLIDATED LOCATION,,120 EAST 184 STREET,X,10,755,120 EAST 184 STREET CONSOLIDATED LOCATION,2,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,1,3,6,1,1,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X116,84X346      ,South Bronx Classical Charter School,X346,977 FOX STREET,X,12,,977 FOX STREET CONSOLIDATED LOCATION,3,School of Performing Arts | Entrada Academy | South Bronx Classical Charter School | 977 FOX STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X116,12X217,School of Performing Arts,X217,977 FOX STREET,X,12,351,977 FOX STREET CONSOLIDATED LOCATION,3,School of Performing Arts | Entrada Academy | South Bronx Classical Charter School | 977 FOX STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X116,12X384,Entrada Academy,X384,977 FOX STREET,X,12,312,977 FOX STREET CONSOLIDATED LOCATION,3,School of Performing Arts | Entrada Academy | South Bronx Classical Charter School | 977 FOX STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
